180	87.5	-150
180	62.5	-150
155	75	-150
205	75	-150
36.25	-12.5	-50
36.25	-37.5	-50
64.375	-25	-50
8.125	-25	-50
261.25	-12.5	-50
261.25	-37.5	-50
289.375	-25	-50
233.125	-25	-50
261.25	87.5	-50
261.25	62.5	-50
289.375	75	-50
233.125	75	-50
36.25	87.5	-50
36.25	62.5	-50
64.375	75	-50
8.125	75	-50
380	87.5	-150
380	62.5	-150
355	75	-150
405	75	-150
13.984375	100	-62.5
69.453125	100	-62.5
44.453125	100	-68.75
38.984375	100	-56.25
430	87.5	-62.5
430	62.5	-62.5
430	75	-68.75
430	75	-56.25
402.265625	-100	-62.5
346.796875	-100	-62.5
374.921875	-100	-68.75
374.140625	-100	-56.25
-13.75	-87.5	-62.5
-13.75	-62.5	-62.5
-10.625	-75	-68.75
-16.875	-75	-56.25
-16.875	-62.5	-56.25
-10.625	-62.5	-68.75
-10.625	-87.5	-68.75
346.210938	-100	-56.25
347.382812	-100	-68.75
402.460938	-100	-68.75
430	62.5	-56.25
430	62.5	-68.75
430	87.5	-68.75
66.914062	100	-56.25
71.992188	100	-68.75
16.914062	100	-68.75
405	62.5	-150
355	62.5	-150
355	87.5	-150
8.125	62.5	-50
64.375	62.5	-50
64.375	87.5	-50
233.125	62.5	-50
289.375	62.5	-50
289.375	87.5	-50
233.125	-37.5	-50
289.375	-37.5	-50
289.375	-12.5	-50
8.125	-37.5	-50
64.375	-37.5	-50
64.375	-12.5	-50
205	62.5	-150
155	62.5	-150
155	87.5	-150
205	-37.5	-150
155	-37.5	-150
155	-12.5	-150
405	-37.5	-150
355	-37.5	-150
355	-12.5	-150
87.226562	100	-106.25
92.304688	100	-118.75
40.351562	100	-118.75
298.164062	100	-106.25
300.117188	100	-118.75
248.164062	100	-118.75
290.351562	100	-56.25
292.304688	100	-68.75
237.226562	100	-68.75
430	62.5	-106.25
430	62.5	-118.75
430	87.5	-118.75
430	-37.5	-106.25
430	-37.5	-118.75
430	-12.5	-118.75
430	-37.5	-56.25
430	-37.5	-68.75
430	-12.5	-68.75
350.898438	-100	-106.25
352.070312	-100	-118.75
404.023438	-100	-118.75
139.960938	-100	-106.25
144.257812	-100	-118.75
196.210938	-100	-118.75
122.773438	-100	-56.25
127.070312	-100	-68.75
182.148438	-100	-68.75
8.125	-62.5	-106.25
14.375	-62.5	-118.75
14.375	-87.5	-118.75
8.125	37.5	-106.25
14.375	37.5	-118.75
14.375	12.5	-118.75
-16.875	37.5	-56.25
-10.625	37.5	-68.75
-10.625	12.5	-68.75
-4.375	37.5	-81.25
1.875	37.5	-93.75
1.875	12.5	-93.75
-4.375	87.5	-81.25
1.875	87.5	-93.75
1.875	62.5	-93.75
-16.875	87.5	-56.25
-10.625	87.5	-68.75
-10.625	62.5	-68.75
20.625	37.5	-131.25
26.875	37.5	-143.75
26.875	12.5	-143.75
20.625	87.5	-131.25
26.875	87.5	-143.75
26.875	62.5	-143.75
8.125	87.5	-106.25
14.375	87.5	-118.75
14.375	62.5	-118.75
20.625	-62.5	-131.25
26.875	-62.5	-143.75
26.875	-87.5	-143.75
20.625	-12.5	-131.25
26.875	-12.5	-143.75
26.875	-37.5	-143.75
8.125	-12.5	-106.25
14.375	-12.5	-118.75
14.375	-37.5	-118.75
131.367188	-100	-81.25
135.664062	-100	-93.75
189.179688	-100	-93.75
22.773438	-100	-81.25
28.632812	-100	-93.75
82.148438	-100	-93.75
11.054688	-100	-56.25
16.914062	-100	-68.75
71.992188	-100	-68.75
148.554688	-100	-131.25
152.851562	-100	-143.75
203.242188	-100	-143.75
46.210938	-100	-131.25
52.070312	-100	-143.75
102.460938	-100	-143.75
34.492188	-100	-106.25
40.351562	-100	-118.75
92.304688	-100	-118.75
353.242188	-100	-131.25
354.414062	-100	-143.75
404.804688	-100	-143.75
250.898438	-100	-131.25
253.632812	-100	-143.75
304.023438	-100	-143.75
245.429688	-100	-106.25
248.164062	-100	-118.75
300.117188	-100	-118.75
430	-37.5	-81.25
430	-37.5	-93.75
430	-12.5	-93.75
430	-87.5	-81.25
430	-87.5	-93.75
430	-62.5	-93.75
430	-87.5	-56.25
430	-87.5	-68.75
430	-62.5	-68.75
430	-37.5	-131.25
430	-37.5	-143.75
430	-12.5	-143.75
430	-87.5	-131.25
430	-87.5	-143.75
430	-62.5	-143.75
430	-87.5	-106.25
430	-87.5	-118.75
430	-62.5	-118.75
430	62.5	-131.25
430	62.5	-143.75
430	87.5	-143.75
430	12.5	-131.25
430	12.5	-143.75
430	37.5	-143.75
430	12.5	-106.25
430	12.5	-118.75
430	37.5	-118.75
294.257812	100	-81.25
296.210938	100	-93.75
242.695312	100	-93.75
